RecordType,Date,Time,Temperature,Humidity,AmbLight,Battery,MotDetects60secs,MotDets0-9secs,MotDets10-19secs,MotDets20-29secs,MotDets30-39secs,MotDets40-49secs,MotDets50-59secs,Lat,Long,Timestamp
1,25-06-02,12:31:00,22,55,5,163,0,0,0,0,0,0,0,34.17472,-119.25857,25/06/02 12:31:00
1,25-06-02,12:32:00,22,55,5,162,0,0,0,0,0,0,0,34.17472,-119.25857,25/06/02 12:32:00
1,25-06-02,12:33:00,22,55,5,163,0,0,0,0,0,0,0,34.17472,-119.25857,25/06/02 12:33:00
1,25-06-02,12:34:00,21,55,5,163,0,0,0,0,0,0,0,34.17472,-119.25857,25/06/02 12:34:00
1,25-06-02,12:35:00,21,55,5,162,0,0,0,0,0,0,0,34.17472,-119.25857,25/06/02 12:35:00
1,25-06-02,12:36:00,21,55,5,163,0,0,0,0,0,0,0,34.17472,-119.25857,25/06/02 12:36:00
1,25-06-02,12:37:00,21,55,5,163,0,0,0,0,0,0,0,34.17472,-119.25857,25/06/02 12:37:00
1,25-06-02,12:38:00,21,55,5,163,0,0,0,0,0,0,0,34.17472,-119.25857,25/06/02 12:38:00
1,25-06-02,12:39:01,21,55,5,163,1,0,0,1,0,0,0,34.17472,-119.25857,25/06/02 12:39:01
1,25-06-02,12:40:00,21,55,5,163,0,0,0,0,0,0,0,34.17472,-119.25857,25/06/02 12:40:00
1,25-06-02,12:41:01,22,54,5,162,4,1,0,0,0,0,3,34.17472,-119.25857,25/06/02 12:41:01
1,25-06-02,12:42:00,22,55,4,162,4,1,0,3,0,0,0,34.17472,-119.25857,25/06/02 12:42:00
